PARAM_START
FORMAT:  SCIFI_GAIN
TYPE:    1
VERSION: 4
DATE:    170501
COMMENT: Dummy
         New value for 650V was newly added.
	 HV:    950   650    600   550      480    
D  1  2  0   9  600 0.050000
D  1  2  0  10  600 0.050000
D  1  2  0  11  600 0.050000
D  1  2  0  12  600 0.050000
D  1  2  0  13  600 0.050000
D  1  2  0  14  600 0.050000
D  1  2  0  15  600 0.050000
D  1  2  0  16  600 0.050000
D  1  2  0  17  600 0.050000
D  1  2  0  18  600 0.050000
D  1  2  0  19  600 0.050000
D  1  2  0  20  600 0.050000
D  1  2  0  21  600 0.050000
D  1  2  0  22  600 0.050000
D  1  2  0  23  600 0.050000
D  1  2  0  24  600 0.050000
D  1  2  0  25  600 0.050000
D  1  2  0  26  600 0.050000
D  1  2  0  27  600 0.050000
D  1  2  0  28  600 0.050000
D  1  2  0  29  600 0.050000
D  1  2  0  30  600 0.050000
D  1  2  0  31  600 0.050000
D  1  2  0  32  600 0.050000
D  1  2  0  33  600 0.050000
D  1  2  0  34  600 0.050000
D  1  2  0  35  600 0.050000
D  1  2  0  36  600 0.050000
D  1  2  0  37  600 0.050000
D  1  2  0  38  600 0.050000
D  1  2  0  39  600 0.050000
D  1  2  1   0  600 0.050000
D  1  2  1   1  600 0.050000
D  1  2  1   2  600 0.050000
D  1  2  1   3  600 0.050000
D  1  2  1   4  600 0.050000
D  1  2  1   5  600 0.050000
D  1  2  1   6  600 0.050000
D  1  2  1   7  600 0.050000
D  1  2  1   8  600 0.050000
D  1  2  1   9  600 0.050000
D  1  2  1  10  600 0.050000
D  1  2  1  11  600 0.050000
D  1  2  1  12  600 0.050000
D  1  2  1  13  600 0.050000
D  1  2  1  14  600 0.050000
D  1  2  1  15  600 0.050000
D  1  2  1  16  600 0.050000
D  1  2  1  17  600 0.050000
D  1  2  1  18  600 0.050000
D  1  2  1  19  600 0.050000
D  1  2  1  20  600 0.050000
D  1  2  1  21  600 0.050000
D  1  2  1  22  600 0.050000
D  1  2  1  23  600 0.050000
D  1  2  1  24  600 0.050000
D  1  2  1  25  600 0.050000
D  1  2  1  26  600 0.050000
D  1  2  1  27  600 0.050000
D  1  2  1  28  600 0.050000
D  1  2  1  29  600 0.050000
D  1  2  1  30  600 0.050000
D  1  2  1  31  600 0.050000
D  1  2  1  32  600 0.050000
D  1  2  1  33  600 0.050000
D  1  2  1  34  600 0.050000
D  1  2  1  35  600 0.050000
D  1  2  1  36  600 0.050000
D  1  2  1  37  600 0.050000
D  1  2  1  38  600 0.050000
D  1  2  1  39  600 0.050000
D  1  3  0   0  600 0.050000
D  1  3  0   1  600 0.050000
D  1  3  0   2  600 0.050000
D  1  3  0   3  600 0.050000
D  1  3  0   4  600 0.050000
D  1  3  0   5  600 0.050000
D  1  3  0   6  600 0.050000
D  1  3  0   7  600 0.050000
D  1  3  0   8  600 0.050000
D  1  3  0   9  600 0.050000
D  1  3  0  10  600 0.050000
D  1  3  0  11  600 0.050000
D  1  3  0  12  600 0.050000
D  1  3  0  13  600 0.050000
D  1  3  0  14  600 0.050000
D  1  3  0  15  600 0.050000
D  1  3  0  16  600 0.050000
D  1  3  0  17  600 0.050000
D  1  3  0  18  600 0.050000
D  1  3  0  19  600 0.050000
D  1  3  0  20  600 0.050000
D  1  3  0  21  600 0.050000
D  1  3  0  22  600 0.050000
D  1  3  0  23  600 0.050000
D  1  3  0  24  600 0.050000
D  1  3  0  25  600 0.050000
D  1  3  0  26  600 0.050000
D  1  3  0  27  600 0.050000
D  1  3  0  28  600 0.050000
D  1  3  0  29  600 0.050000
D  1  3  0  30  600 0.050000
D  1  3  0  31  600 0.050000
D  1  3  0  32  600 0.050000
D  1  3  0  33  600 0.050000
D  1  3  0  34  600 0.050000
D  1  3  0  35  600 0.050000
D  1  3  0  36  600 0.050000
D  1  3  0  37  600 0.050000
D  1  3  0  38  600 0.050000
D  1  3  0  39  600 0.050000
D  1  3  1   0  600 0.050000
D  1  3  1   1  600 0.050000
D  1  3  1   2  600 0.050000
D  1  3  1   3  600 0.050000
D  1  3  1   4  600 0.050000
D  1  3  1   5  600 0.050000
D  1  3  1   6  600 0.050000
D  1  3  1   7  600 0.050000
D  1  3  1   8  600 0.050000
D  1  3  1   9  600 0.050000
D  1  3  1  10  600 0.050000
D  1  3  1  11  600 0.050000
D  1  3  1  12  600 0.050000
D  1  3  1  13  600 0.050000
D  1  3  1  14  600 0.050000
D  1  3  1  15  600 0.050000
D  1  3  1  16  600 0.050000
D  1  3  1  17  600 0.050000
D  1  3  1  18  600 0.050000
D  1  3  1  19  600 0.050000
D  1  3  1  20  600 0.050000
D  1  3  1  21  600 0.050000
D  1  3  1  22  600 0.050000
D  1  3  1  23  600 0.050000
D  1  3  1  24  600 0.050000
D  1  3  1  25  600 0.050000
D  1  3  1  26  600 0.050000
D  1  3  1  27  600 0.050000
D  1  3  1  28  600 0.050000
D  1  3  1  29  600 0.050000
D  1  3  1  30  600 0.050000
D  1  3  1  31  600 0.050000
D  1  3  1  32  600 0.050000
D  1  3  1  33  600 0.050000
D  1  3  1  34  600 0.050000
D  1  3  1  35  600 0.050000
D  1  3  1  36  600 0.050000
D  1  3  1  37  600 0.050000
D  1  3  1  38  600 0.050000
D  1  3  1  39  600 0.050000
#550V
D  0  0  0   0  550 0.02385
D  0  0  0   1  550 0.02385
D  0  0  0   2  550 0.02385
D  0  0  0   3  550 0.02385
D  0  0  0   4  550 0.02385
D  0  0  0   5  550 0.02385
D  0  0  0   6  550 0.02385
D  0  0  0   7  550 0.02385
D  0  0  0   8  550 0.02385
D  0  0  0   9  550 0.02385
D  0  0  0  10  550 0.02385
D  0  0  0  11  550 0.02385
D  0  0  0  12  550 0.02385
D  0  0  0  13  550 0.02385
D  0  0  0  14  550 0.02385
D  0  0  0  15  550 0.02385
D  0  0  0  16  550 0.02385
D  0  0  0  17  550 0.02385
D  0  0  0  18  550 0.02385
D  0  0  0  19  550 0.02385
D  0  0  1   0  550 0.02385
D  0  0  1   1  550 0.02385
D  0  0  1   2  550 0.02385
D  0  0  1   3  550 0.02385
D  0  0  1   4  550 0.02385
D  0  0  1   5  550 0.02385
D  0  0  1   6  550 0.02385
D  0  0  1   7  550 0.02385
D  0  0  1   8  550 0.02385
D  0  0  1   9  550 0.02385
D  0  0  1  10  550 0.02385
D  0  0  1  11  550 0.02385
D  0  0  1  12  550 0.02385
D  0  0  1  13  550 0.02385
D  0  0  1  14  550 0.02385
D  0  0  1  15  550 0.02385
D  0  0  1  16  550 0.02385
D  0  0  1  17  550 0.02385
D  0  0  1  18  550 0.02385
D  0  0  1  19  550 0.02385
D  0  1  0   0  550 0.02385
D  0  1  0   1  550 0.02385
D  0  1  0   2  550 0.02385
D  0  1  0   3  550 0.02385
D  0  1  0   4  550 0.02385
D  0  1  0   5  550 0.02385
D  0  1  0   6  550 0.02385
D  0  1  0   7  550 0.02385
D  0  1  0   8  550 0.02385
D  0  1  0   9  550 0.02385
D  0  1  0  10  550 0.02385
D  0  1  0  11  550 0.02385
D  0  1  0  12  550 0.02385
D  0  1  0  13  550 0.02385
D  0  1  0  14  550 0.02385
D  0  1  0  15  550 0.02385
D  0  1  0  16  550 0.02385
D  0  1  0  17  550 0.02385
D  0  1  0  18  550 0.02385
D  0  1  0  19  550 0.02385
D  0  1  1   0  550 0.02385
D  0  1  1   1  550 0.02385
D  0  1  1   2  550 0.02385
D  0  1  1   3  550 0.02385
D  0  1  1   4  550 0.02385
D  0  1  1   5  550 0.02385
D  0  1  1   6  550 0.02385
D  0  1  1   7  550 0.02385
D  0  1  1   8  550 0.02385
D  0  1  1   9  550 0.02385
D  0  1  1  10  550 0.02385
D  0  1  1  11  550 0.02385
D  0  1  1  12  550 0.02385
D  0  1  1  13  550 0.02385
D  0  1  1  14  550 0.02385
D  0  1  1  15  550 0.02385
D  0  1  1  16  550 0.02385
D  0  1  1  17  550 0.02385
D  0  1  1  18  550 0.02385
D  0  1  1  19  550 0.02385
D  0  2  0   0  550 0.02385
D  0  2  0   1  550 0.02385
D  0  2  0   2  550 0.02385
D  0  2  0   3  550 0.02385
D  0  2  0   4  550 0.02385
D  0  2  0   5  550 0.02385
D  0  2  0   6  550 0.02385
D  0  2  0   7  550 0.02385
D  0  2  0   8  550 0.02385
D  0  2  0   9  550 0.02385
D  0  2  0  10  550 0.02385
D  0  2  0  11  550 0.02385
D  0  2  0  12  550 0.02385
D  0  2  0  13  550 0.02385
D  0  2  0  14  550 0.02385
D  0  2  0  15  550 0.02385
D  0  2  0  16  550 0.02385
D  0  2  0  17  550 0.02385
D  0  2  0  18  550 0.02385
D  0  2  0  19  550 0.02385
D  0  2  1   0  550 0.02385
D  0  2  1   1  550 0.02385
D  0  2  1   2  550 0.02385
D  0  2  1   3  550 0.02385
D  0  2  1   4  550 0.02385
D  0  2  1   5  550 0.02385
D  0  2  1   6  550 0.02385
D  0  2  1   7  550 0.02385
D  0  2  1   8  550 0.02385
D  0  2  1   9  550 0.02385
D  0  2  1  10  550 0.02385
D  0  2  1  11  550 0.02385
D  0  2  1  12  550 0.02385
D  0  2  1  13  550 0.02385
D  0  2  1  14  550 0.02385
D  0  2  1  15  550 0.02385
D  0  2  1  16  550 0.02385
D  0  2  1  17  550 0.02385
D  0  2  1  18  550 0.02385
D  0  2  1  19  550 0.02385
D  0  3  0   0  550 0.02385
D  0  3  0   1  550 0.02385
D  0  3  0   2  550 0.02385
D  0  3  0   3  550 0.02385
D  0  3  0   4  550 0.02385
D  0  3  0   5  550 0.02385
D  0  3  0   6  550 0.02385
D  0  3  0   7  550 0.02385
D  0  3  0   8  550 0.02385
D  0  3  0   9  550 0.02385
D  0  3  0  10  550 0.02385
D  0  3  0  11  550 0.02385
D  0  3  0  12  550 0.02385
D  0  3  0  13  550 0.02385
D  0  3  0  14  550 0.02385
D  0  3  0  15  550 0.02385
D  0  3  0  16  550 0.02385
D  0  3  0  17  550 0.02385
D  0  3  0  18  550 0.02385
D  0  3  0  19  550 0.02385
D  0  3  1   0  550 0.02385
D  0  3  1   1  550 0.02385
D  0  3  1   2  550 0.02385
D  0  3  1   3  550 0.02385
D  0  3  1   4  550 0.02385
D  0  3  1   5  550 0.02385
D  0  3  1   6  550 0.02385
D  0  3  1   7  550 0.02385
D  0  3  1   8  550 0.02385
D  0  3  1   9  550 0.02385
D  0  3  1  10  550 0.02385
D  0  3  1  11  550 0.02385
D  0  3  1  12  550 0.02385
D  0  3  1  13  550 0.02385
D  0  3  1  14  550 0.02385
D  0  3  1  15  550 0.02385
D  0  3  1  16  550 0.02385
D  0  3  1  17  550 0.02385
D  0  3  1  18  550 0.02385
D  0  3  1  19  550 0.02385
D  1  0  0   0  550 0.02385
D  1  0  0   1  550 0.02385
D  1  0  0   2  550 0.02385
D  1  0  0   3  550 0.02385
D  1  0  0   4  550 0.02385
D  1  0  0   5  550 0.02385
D  1  0  0   6  550 0.02385
D  1  0  0   7  550 0.02385
D  1  0  0   8  550 0.02385
D  1  0  0   9  550 0.02385
D  1  0  0  10  550 0.02385
D  1  0  0  11  550 0.02385
D  1  0  0  12  550 0.02385
D  1  0  0  13  550 0.02385
D  1  0  0  14  550 0.02385
D  1  0  0  15  550 0.02385
D  1  0  0  16  550 0.02385
D  1  0  0  17  550 0.02385
D  1  0  0  18  550 0.02385
D  1  0  0  19  550 0.02385
D  1  0  0  20  550 0.02385
D  1  0  0  21  550 0.02385
D  1  0  0  22  550 0.02385
D  1  0  0  23  550 0.02385
D  1  0  0  24  550 0.02385
D  1  0  0  25  550 0.02385
D  1  0  0  26  550 0.02385
D  1  0  0  27  550 0.02385
D  1  0  0  28  550 0.02385
D  1  0  0  29  550 0.02385
D  1  0  0  30  550 0.02385
D  1  0  0  31  550 0.02385
D  1  0  0  32  550 0.02385
D  1  0  0  33  550 0.02385
D  1  0  0  34  550 0.02385
D  1  0  0  35  550 0.02385
D  1  0  0  36  550 0.02385
D  1  0  0  37  550 0.02385
D  1  0  0  38  550 0.02385
D  1  0  0  39  550 0.02385
D  1  0  1   0  550 0.02385
D  1  0  1   1  550 0.02385
D  1  0  1   2  550 0.02385
D  1  0  1   3  550 0.02385
D  1  0  1   4  550 0.02385
D  1  0  1   5  550 0.02385
D  1  0  1   6  550 0.02385
D  1  0  1   7  550 0.02385
D  1  0  1   8  550 0.02385
D  1  0  1   9  550 0.02385
D  1  0  1  10  550 0.02385
D  1  0  1  11  550 0.02385
D  1  0  1  12  550 0.02385
D  1  0  1  13  550 0.02385
D  1  0  1  14  550 0.02385
D  1  0  1  15  550 0.02385
D  1  0  1  16  550 0.02385
D  1  0  1  17  550 0.02385
D  1  0  1  18  550 0.02385
D  1  0  1  19  550 0.02385
D  1  0  1  20  550 0.02385
D  1  0  1  21  550 0.02385
D  1  0  1  22  550 0.02385
D  1  0  1  23  550 0.02385
D  1  0  1  24  550 0.02385
D  1  0  1  25  550 0.02385
D  1  0  1  26  550 0.02385
D  1  0  1  27  550 0.02385
D  1  0  1  28  550 0.02385
D  1  0  1  29  550 0.02385
D  1  0  1  30  550 0.02385
D  1  0  1  31  550 0.02385
D  1  0  1  32  550 0.02385
D  1  0  1  33  550 0.02385
D  1  0  1  34  550 0.02385
D  1  0  1  35  550 0.02385
D  1  0  1  36  550 0.02385
D  1  0  1  37  550 0.02385
D  1  0  1  38  550 0.02385
D  1  0  1  39  550 0.02385
D  1  1  0   0  550 0.02385
D  1  1  0   1  550 0.02385
D  1  1  0   2  550 0.02385
D  1  1  0   3  550 0.02385
D  1  1  0   4  550 0.02385
D  1  1  0   5  550 0.02385
D  1  1  0   6  550 0.02385
D  1  1  0   7  550 0.02385
D  1  1  0   8  550 0.02385
D  1  1  0   9  550 0.02385
D  1  1  0  10  550 0.02385
D  1  1  0  11  550 0.02385
D  1  1  0  12  550 0.02385
D  1  1  0  13  550 0.02385
D  1  1  0  14  550 0.02385
D  1  1  0  15  550 0.02385
D  1  1  0  16  550 0.02385
D  1  1  0  17  550 0.02385
D  1  1  0  18  550 0.02385
D  1  1  0  19  550 0.02385
D  1  1  0  20  550 0.02385
D  1  1  0  21  550 0.02385
D  1  1  0  22  550 0.02385
D  1  1  0  23  550 0.02385
D  1  1  0  24  550 0.02385
D  1  1  0  25  550 0.02385
D  1  1  0  26  550 0.02385
D  1  1  0  27  550 0.02385
D  1  1  0  28  550 0.02385
D  1  1  0  29  550 0.02385
D  1  1  0  30  550 0.02385
D  1  1  0  31  550 0.02385
D  1  1  0  32  550 0.02385
D  1  1  0  33  550 0.02385
D  1  1  0  34  550 0.02385
D  1  1  0  35  550 0.02385
D  1  1  0  36  550 0.02385
D  1  1  0  37  550 0.02385
D  1  1  0  38  550 0.02385
D  1  1  0  39  550 0.02385
D  1  1  1   0  550 0.02385
D  1  1  1   1  550 0.02385
D  1  1  1   2  550 0.02385
D  1  1  1   3  550 0.02385
D  1  1  1   4  550 0.02385
D  1  1  1   5  550 0.02385
D  1  1  1   6  550 0.02385
D  1  1  1   7  550 0.02385
D  1  1  1   8  550 0.02385
D  1  1  1   9  550 0.02385
D  1  1  1  10  550 0.02385
D  1  1  1  11  550 0.02385
D  1  1  1  12  550 0.02385
D  1  1  1  13  550 0.02385
D  1  1  1  14  550 0.02385
D  1  1  1  15  550 0.02385
D  1  1  1  16  550 0.02385
D  1  1  1  17  550 0.02385
D  1  1  1  18  550 0.02385
D  1  1  1  19  550 0.02385
D  1  1  1  20  550 0.02385
D  1  1  1  21  550 0.02385
D  1  1  1  22  550 0.02385
D  1  1  1  23  550 0.02385
D  1  1  1  24  550 0.02385
D  1  1  1  25  550 0.02385
D  1  1  1  26  550 0.02385
D  1  1  1  27  550 0.02385
D  1  1  1  28  550 0.02385
D  1  1  1  29  550 0.02385
D  1  1  1  30  550 0.02385
D  1  1  1  31  550 0.02385
D  1  1  1  32  550 0.02385
D  1  1  1  33  550 0.02385
D  1  1  1  34  550 0.02385
D  1  1  1  35  550 0.02385
D  1  1  1  36  550 0.02385
D  1  1  1  37  550 0.02385
D  1  1  1  38  550 0.02385
D  1  1  1  39  550 0.02385
D  1  2  0   0  550 0.02385
D  1  2  0   1  550 0.02385
D  1  2  0   2  550 0.02385
D  1  2  0   3  550 0.02385
D  1  2  0   4  550 0.02385
D  1  2  0   5  550 0.02385
D  1  2  0   6  550 0.02385
D  1  2  0   7  550 0.02385
D  1  2  0   8  550 0.02385
D  1  2  0   9  550 0.02385
D  1  2  0  10  550 0.02385
D  1  2  0  11  550 0.02385
D  1  2  0  12  550 0.02385
D  1  2  0  13  550 0.02385
D  1  2  0  14  550 0.02385
D  1  2  0  15  550 0.02385
D  1  2  0  16  550 0.02385
D  1  2  0  17  550 0.02385
D  1  2  0  18  550 0.02385
D  1  2  0  19  550 0.02385
D  1  2  0  20  550 0.02385
D  1  2  0  21  550 0.02385
D  1  2  0  22  550 0.02385
D  1  2  0  23  550 0.02385
D  1  2  0  24  550 0.02385
D  1  2  0  25  550 0.02385
D  1  2  0  26  550 0.02385
D  1  2  0  27  550 0.02385
D  1  2  0  28  550 0.02385
D  1  2  0  29  550 0.02385
D  1  2  0  30  550 0.02385
D  1  2  0  31  550 0.02385
D  1  2  0  32  550 0.02385
D  1  2  0  33  550 0.02385
D  1  2  0  34  550 0.02385
D  1  2  0  35  550 0.02385
D  1  2  0  36  550 0.02385
D  1  2  0  37  550 0.02385
D  1  2  0  38  550 0.02385
D  1  2  0  39  550 0.02385
D  1  2  1   0  550 0.02385
D  1  2  1   1  550 0.02385
D  1  2  1   2  550 0.02385
D  1  2  1   3  550 0.02385
D  1  2  1   4  550 0.02385
D  1  2  1   5  550 0.02385
D  1  2  1   6  550 0.02385
D  1  2  1   7  550 0.02385
D  1  2  1   8  550 0.02385
D  1  2  1   9  550 0.02385
D  1  2  1  10  550 0.02385
D  1  2  1  11  550 0.02385
D  1  2  1  12  550 0.02385
D  1  2  1  13  550 0.02385
D  1  2  1  14  550 0.02385
D  1  2  1  15  550 0.02385
D  1  2  1  16  550 0.02385
D  1  2  1  17  550 0.02385
D  1  2  1  18  550 0.02385
D  1  2  1  19  550 0.02385
D  1  2  1  20  550 0.02385
D  1  2  1  21  550 0.02385
D  1  2  1  22  550 0.02385
D  1  2  1  23  550 0.02385
D  1  2  1  24  550 0.02385
D  1  2  1  25  550 0.02385
D  1  2  1  26  550 0.02385
D  1  2  1  27  550 0.02385
D  1  2  1  28  550 0.02385
D  1  2  1  29  550 0.02385
D  1  2  1  30  550 0.02385
D  1  2  1  31  550 0.02385
D  1  2  1  32  550 0.02385
D  1  2  1  33  550 0.02385
D  1  2  1  34  550 0.02385
D  1  2  1  35  550 0.02385
D  1  2  1  36  550 0.02385
D  1  2  1  37  550 0.02385
D  1  2  1  38  550 0.02385
D  1  2  1  39  550 0.02385
D  1  3  0   0  550 0.02385
D  1  3  0   1  550 0.02385
D  1  3  0   2  550 0.02385
D  1  3  0   3  550 0.02385
D  1  3  0   4  550 0.02385
D  1  3  0   5  550 0.02385
D  1  3  0   6  550 0.02385
D  1  3  0   7  550 0.02385
D  1  3  0   8  550 0.02385
D  1  3  0   9  550 0.02385
D  1  3  0  10  550 0.02385
D  1  3  0  11  550 0.02385
D  1  3  0  12  550 0.02385
D  1  3  0  13  550 0.02385
D  1  3  0  14  550 0.02385
D  1  3  0  15  550 0.02385
D  1  3  0  16  550 0.02385
D  1  3  0  17  550 0.02385
D  1  3  0  18  550 0.02385
D  1  3  0  19  550 0.02385
D  1  3  0  20  550 0.02385
D  1  3  0  21  550 0.02385
D  1  3  0  22  550 0.02385
D  1  3  0  23  550 0.02385
D  1  3  0  24  550 0.02385
D  1  3  0  25  550 0.02385
D  1  3  0  26  550 0.02385
D  1  3  0  27  550 0.02385
D  1  3  0  28  550 0.02385
D  1  3  0  29  550 0.02385
D  1  3  0  30  550 0.02385
D  1  3  0  31  550 0.02385
D  1  3  0  32  550 0.02385
D  1  3  0  33  550 0.02385
D  1  3  0  34  550 0.02385
D  1  3  0  35  550 0.02385
D  1  3  0  36  550 0.02385
D  1  3  0  37  550 0.02385
D  1  3  0  38  550 0.02385
D  1  3  0  39  550 0.02385
D  1  3  1   0  550 0.02385
D  1  3  1   1  550 0.02385
D  1  3  1   2  550 0.02385
D  1  3  1   3  550 0.02385
D  1  3  1   4  550 0.02385
D  1  3  1   5  550 0.02385
D  1  3  1   6  550 0.02385
D  1  3  1   7  550 0.02385
D  1  3  1   8  550 0.02385
D  1  3  1   9  550 0.02385
D  1  3  1  10  550 0.02385
D  1  3  1  11  550 0.02385
D  1  3  1  12  550 0.02385
D  1  3  1  13  550 0.02385
D  1  3  1  14  550 0.02385
D  1  3  1  15  550 0.02385
D  1  3  1  16  550 0.02385
D  1  3  1  17  550 0.02385
D  1  3  1  18  550 0.02385
D  1  3  1  19  550 0.02385
D  1  3  1  20  550 0.02385
D  1  3  1  21  550 0.02385
D  1  3  1  22  550 0.02385
D  1  3  1  23  550 0.02385
D  1  3  1  24  550 0.02385
D  1  3  1  25  550 0.02385
D  1  3  1  26  550 0.02385
D  1  3  1  27  550 0.02385
D  1  3  1  28  550 0.02385
D  1  3  1  29  550 0.02385
D  1  3  1  30  550 0.02385
D  1  3  1  31  550 0.02385
D  1  3  1  32  550 0.02385
D  1  3  1  33  550 0.02385
D  1  3  1  34  550 0.02385
D  1  3  1  35  550 0.02385
D  1  3  1  36  550 0.02385
D  1  3  1  37  550 0.02385
D  1  3  1  38  550 0.02385
D  1  3  1  39  550 0.02385
#480V
D  0  0  0   0  480 0.010
D  0  0  0   1  480 0.010
D  0  0  0   2  480 0.010
D  0  0  0   3  480 0.010
D  0  0  0   4  480 0.010
D  0  0  0   5  480 0.010
D  0  0  0   6  480 0.010
D  0  0  0   7  480 0.010
D  0  0  0   8  480 0.010
D  0  0  0   9  480 0.010
D  0  0  0  10  480 0.010
D  0  0  0  11  480 0.010
D  0  0  0  12  480 0.010
D  0  0  0  13  480 0.010
D  0  0  0  14  480 0.010
D  0  0  0  15  480 0.010
D  0  0  0  16  480 0.010
D  0  0  0  17  480 0.010
D  0  0  0  18  480 0.010
D  0  0  0  19  480 0.010
D  0  0  1   0  480 0.010
D  0  0  1   1  480 0.010
D  0  0  1   2  480 0.010
D  0  0  1   3  480 0.010
D  0  0  1   4  480 0.010
D  0  0  1   5  480 0.010
D  0  0  1   6  480 0.010
D  0  0  1   7  480 0.010
D  0  0  1   8  480 0.010
D  0  0  1   9  480 0.010
D  0  0  1  10  480 0.010
D  0  0  1  11  480 0.010
D  0  0  1  12  480 0.010
D  0  0  1  13  480 0.010
D  0  0  1  14  480 0.010
D  0  0  1  15  480 0.010
D  0  0  1  16  480 0.010
D  0  0  1  17  480 0.010
D  0  0  1  18  480 0.010
D  0  0  1  19  480 0.010
D  0  1  0   0  480 0.010
D  0  1  0   1  480 0.010
D  0  1  0   2  480 0.010
D  0  1  0   3  480 0.010
D  0  1  0   4  480 0.010
D  0  1  0   5  480 0.010
D  0  1  0   6  480 0.010
D  0  1  0   7  480 0.010
D  0  1  0   8  480 0.010
D  0  1  0   9  480 0.010
D  0  1  0  10  480 0.010
D  0  1  0  11  480 0.010
D  0  1  0  12  480 0.010
D  0  1  0  13  480 0.010
D  0  1  0  14  480 0.010
D  0  1  0  15  480 0.010
D  0  1  0  16  480 0.010
D  0  1  0  17  480 0.010
D  0  1  0  18  480 0.010
D  0  1  0  19  480 0.010
D  0  1  1   0  480 0.010
D  0  1  1   1  480 0.010
D  0  1  1   2  480 0.010
D  0  1  1   3  480 0.010
D  0  1  1   4  480 0.010
D  0  1  1   5  480 0.010
D  0  1  1   6  480 0.010
D  0  1  1   7  480 0.010
D  0  1  1   8  480 0.010
D  0  1  1   9  480 0.010
D  0  1  1  10  480 0.010
D  0  1  1  11  480 0.010
D  0  1  1  12  480 0.010
D  0  1  1  13  480 0.010
D  0  1  1  14  480 0.010
D  0  1  1  15  480 0.010
D  0  1  1  16  480 0.010
D  0  1  1  17  480 0.010
D  0  1  1  18  480 0.010
D  0  1  1  19  480 0.010
D  0  2  0   0  480 0.010
D  0  2  0   1  480 0.010
D  0  2  0   2  480 0.010
D  0  2  0   3  480 0.010
D  0  2  0   4  480 0.010
D  0  2  0   5  480 0.010
D  0  2  0   6  480 0.010
D  0  2  0   7  480 0.010
D  0  2  0   8  480 0.010
D  0  2  0   9  480 0.010
D  0  2  0  10  480 0.010
D  0  2  0  11  480 0.010
D  0  2  0  12  480 0.010
D  0  2  0  13  480 0.010
D  0  2  0  14  480 0.010
D  0  2  0  15  480 0.010
D  0  2  0  16  480 0.010
D  0  2  0  17  480 0.010
D  0  2  0  18  480 0.010
D  0  2  0  19  480 0.010
D  0  2  1   0  480 0.010
D  0  2  1   1  480 0.010
D  0  2  1   2  480 0.010
D  0  2  1   3  480 0.010
D  0  2  1   4  480 0.010
D  0  2  1   5  480 0.010
D  0  2  1   6  480 0.010
D  0  2  1   7  480 0.010
D  0  2  1   8  480 0.010
D  0  2  1   9  480 0.010
D  0  2  1  10  480 0.010
D  0  2  1  11  480 0.010
D  0  2  1  12  480 0.010
D  0  2  1  13  480 0.010
D  0  2  1  14  480 0.010
D  0  2  1  15  480 0.010
D  0  2  1  16  480 0.010
D  0  2  1  17  480 0.010
D  0  2  1  18  480 0.010
D  0  2  1  19  480 0.010
D  0  3  0   0  480 0.010
D  0  3  0   1  480 0.010
D  0  3  0   2  480 0.010
D  0  3  0   3  480 0.010
D  0  3  0   4  480 0.010
D  0  3  0   5  480 0.010
D  0  3  0   6  480 0.010
D  0  3  0   7  480 0.010
D  0  3  0   8  480 0.010
D  0  3  0   9  480 0.010
D  0  3  0  10  480 0.010
D  0  3  0  11  480 0.010
D  0  3  0  12  480 0.010
D  0  3  0  13  480 0.010
D  0  3  0  14  480 0.010
D  0  3  0  15  480 0.010
D  0  3  0  16  480 0.010
D  0  3  0  17  480 0.010
D  0  3  0  18  480 0.010
D  0  3  0  19  480 0.010
D  0  3  1   0  480 0.010
D  0  3  1   1  480 0.010
D  0  3  1   2  480 0.010
D  0  3  1   3  480 0.010
D  0  3  1   4  480 0.010
D  0  3  1   5  480 0.010
D  0  3  1   6  480 0.010
D  0  3  1   7  480 0.010
D  0  3  1   8  480 0.010
D  0  3  1   9  480 0.010
D  0  3  1  10  480 0.010
D  0  3  1  11  480 0.010
D  0  3  1  12  480 0.010
D  0  3  1  13  480 0.010
D  0  3  1  14  480 0.010
D  0  3  1  15  480 0.010
D  0  3  1  16  480 0.010
D  0  3  1  17  480 0.010
D  0  3  1  18  480 0.010
D  0  3  1  19  480 0.010
D  1  0  0   0  480 0.010
D  1  0  0   1  480 0.010
D  1  0  0   2  480 0.010
D  1  0  0   3  480 0.010
D  1  0  0   4  480 0.010
D  1  0  0   5  480 0.010
D  1  0  0   6  480 0.010
D  1  0  0   7  480 0.010
D  1  0  0   8  480 0.010
D  1  0  0   9  480 0.010
D  1  0  0  10  480 0.010
D  1  0  0  11  480 0.010
D  1  0  0  12  480 0.010
D  1  0  0  13  480 0.010
D  1  0  0  14  480 0.010
D  1  0  0  15  480 0.010
D  1  0  0  16  480 0.010
D  1  0  0  17  480 0.010
D  1  0  0  18  480 0.010
D  1  0  0  19  480 0.010
D  1  0  0  20  480 0.010
D  1  0  0  21  480 0.010
D  1  0  0  22  480 0.010
D  1  0  0  23  480 0.010
D  1  0  0  24  480 0.010
D  1  0  0  25  480 0.010
D  1  0  0  26  480 0.010
D  1  0  0  27  480 0.010
D  1  0  0  28  480 0.010
D  1  0  0  29  480 0.010
D  1  0  0  30  480 0.010
D  1  0  0  31  480 0.010
D  1  0  0  32  480 0.010
D  1  0  0  33  480 0.010
D  1  0  0  34  480 0.010
D  1  0  0  35  480 0.010
D  1  0  0  36  480 0.010
D  1  0  0  37  480 0.010
